Actual_CO_GT,RF_Predicted,SVR_Predicted,XGB_Predicted,GB_Predicted,RF_Error,XGB_Error
1.5,1.471,1.332,1.418,1.36,0.029,0.082
0.7,0.723,0.798,0.883,1.005,-0.023,-0.183
3.9,4.077,4.447,4.16,4.116,-0.177,-0.26
3.4,3.325,3.195,3.453,3.431,0.075,-0.053
1.6,1.536,1.587,1.636,1.62,0.064,-0.036
3.6,3.766,3.785,3.697,3.471,-0.166,-0.097
0.9,0.828,0.915,0.776,0.726,0.072,0.124
1.0,0.988,0.877,0.92,0.929,0.012,0.08
3.4,3.768,3.601,3.541,3.727,-0.368,-0.141
1.5,1.728,1.743,1.666,1.68,-0.228,-0.166
0.5,0.503,0.69,0.613,0.581,-0.003,-0.113
0.9,1.011,1.041,0.948,1.042,-0.111,-0.048
5.9,6.774,6.036,6.536,6.851,-0.874,-0.636
1.0,1.001,0.819,0.955,0.983,-0.001,0.045
2.3,2.499,2.309,2.463,2.506,-0.199,-0.163
1.0,1.045,1.078,1.024,1.014,-0.045,-0.024
0.8,0.734,0.796,0.73,0.729,0.066,0.07
2.4,2.306,2.335,2.357,2.211,0.094,0.043
1.3,1.474,1.32,1.409,1.426,-0.174,-0.109
4.9,4.445,4.624,4.559,4.635,0.455,0.341
0.5,0.571,0.62,0.551,0.533,-0.071,-0.051
6.2,5.939,6.243,6.27,6.299,0.261,-0.07
1.3,1.461,1.515,1.407,1.371,-0.161,-0.107
3.4,3.313,3.059,3.215,3.192,0.087,0.185
2.3,2.147,2.32,2.241,2.171,0.153,0.059
0.5,0.932,0.997,0.81,0.897,-0.432,-0.31
2.5,3.114,2.869,3.079,3.128,-0.614,-0.579
4.2,4.435,4.325,4.433,4.487,-0.235,-0.233
2.2,0.934,0.93,1.218,1.036,1.266,0.982
1.0,2.007,2.399,1.545,1.748,-1.007,-0.545
1.7,1.945,2.109,1.977,1.939,-0.245,-0.277
1.2,1.278,1.295,1.397,1.327,-0.078,-0.197
1.8,1.818,1.75,1.869,1.889,-0.018,-0.069
3.7,3.64,3.164,3.488,3.592,0.06,0.212
0.5,0.514,0.536,0.49,0.499,-0.014,0.01
1.7,1.884,1.776,1.869,1.949,-0.184,-0.169
2.1,2.117,2.082,2.33,2.154,-0.017,-0.23
5.2,5.004,4.695,4.841,4.721,0.196,0.359
1.9,1.783,1.621,1.828,1.871,0.117,0.072
0.8,0.901,0.873,0.796,0.862,-0.101,0.004
3.1,3.186,3.261,2.894,3.06,-0.086,0.206
3.6,3.739,3.528,3.744,3.799,-0.139,-0.144
1.5,1.484,1.443,1.498,1.501,0.016,0.002
3.6,3.88,4.009,3.931,3.964,-0.28,-0.331
2.5,2.386,2.286,2.43,2.491,0.114,0.07
2.8,2.709,2.713,2.793,2.761,0.091,0.007
1.5,1.277,1.293,1.459,1.361,0.223,0.041
2.7,2.895,3.054,2.971,2.977,-0.195,-0.271
0.1,0.676,0.64,0.374,0.338,-0.576,-0.274
0.8,0.922,0.756,0.783,0.77,-0.122,0.017
0.7,0.813,0.787,0.826,0.862,-0.113,-0.126
1.6,1.724,1.493,1.717,1.737,-0.124,-0.117
1.8,2.021,1.717,1.938,2.087,-0.221,-0.138
2.2,2.224,2.239,2.072,2.046,-0.024,0.128
0.8,0.755,0.933,0.812,0.842,0.045,-0.012
1.4,1.613,1.449,1.53,1.609,-0.213,-0.13
4.4,5.019,4.374,4.659,4.609,-0.619,-0.259
0.8,0.626,0.835,0.707,0.671,0.174,0.093
3.4,3.174,3.458,3.116,3.103,0.226,0.284
4.3,3.428,3.917,3.672,3.638,0.872,0.628
0.6,0.531,0.703,0.681,0.622,0.069,-0.081
1.1,1.437,1.245,1.318,1.375,-0.337,-0.218
2.6,2.631,2.644,2.688,2.613,-0.031,-0.088
1.8,1.564,1.619,1.58,1.484,0.236,0.22
4.2,4.181,4.309,4.097,4.024,0.019,0.103
1.8,1.834,1.676,1.697,1.665,-0.034,0.103
3.1,3.042,3.288,3.044,3.012,0.058,0.056
1.2,1.382,1.168,1.327,1.373,-0.182,-0.127
2.5,2.268,2.545,2.905,2.684,0.232,-0.405
1.0,1.23,0.919,1.046,1.113,-0.23,-0.046
0.5,0.57,0.538,0.559,0.556,-0.07,-0.059
1.3,1.411,1.315,1.41,1.426,-0.111,-0.11
2.7,2.501,2.429,2.438,2.339,0.199,0.262
2.4,2.298,2.254,2.267,2.233,0.102,0.133
3.4,3.457,3.361,3.614,3.384,-0.057,-0.214
1.3,1.449,1.449,1.366,1.447,-0.149,-0.066
1.3,1.471,1.399,1.495,1.546,-0.171,-0.195
6.8,6.68,7.383,6.682,6.678,0.12,0.118
4.1,4.052,3.937,3.918,3.999,0.048,0.182
1.8,1.895,1.847,2.005,2.042,-0.095,-0.205
0.7,0.783,0.65,0.692,0.683,-0.083,0.008
8.4,6.307,6.834,6.769,6.708,2.093,1.631
1.2,1.289,1.346,1.419,1.37,-0.089,-0.219
2.5,2.531,2.527,2.486,2.578,-0.031,0.014
0.7,0.797,0.723,0.736,0.694,-0.097,-0.036
3.0,3.303,3.262,3.26,3.215,-0.303,-0.26
0.7,1.022,0.949,0.822,0.881,-0.322,-0.122
3.0,3.044,3.014,2.929,2.904,-0.044,0.071
1.7,1.907,1.91,1.922,1.953,-0.207,-0.222
0.5,0.506,0.462,0.451,0.445,-0.006,0.049
3.1,3.215,3.168,3.115,3.115,-0.115,-0.015
1.0,0.98,1.005,1.07,1.016,0.02,-0.07
0.9,0.986,0.864,0.921,0.93,-0.086,-0.021
0.9,1.016,0.949,1.046,0.981,-0.116,-0.146
2.0,2.067,2.093,2.04,2.036,-0.067,-0.04
